epsilon,9,12,15,18,21
100m,20000,20000,20000,20000,20000
200m,20000,20000,20000,20000,20000
300m,20000,20000,20000,20000,20000
400m,20000,20000,20000,20000,20000
500m,20000,20000,20000,20000,20000
