epsilon,9,12,15,18,21
100m,50000,50000,50000,50000,50000
200m,50000,50000,50000,50000,50000
300m,50000,50000,50000,50000,50000
400m,50000,50000,50000,50000,50000
500m,50000,50000,50000,50000,50000
