epsilon,9,12,15,18,21
100m,10000,10000,10000,10000,10000
200m,10000,10000,10000,10000,10000
300m,10000,10000,10000,10000,10000
400m,10000,10000,10000,10000,10000
500m,10000,10000,10000,10000,10000
